stock_id,name,industry
7819,精誠金融,資訊服務業
7818,溢泰實業,其他
7816,來穎,電子零組件業
7789,開展,觀光餐旅
7790,思必瑞特,生技醫療業
7791,皇家可口,食品工業
7795,長廣,電子工業
7796,擷發科,半導體業
7797,Q Burger,觀光餐旅
7798,將捷,建材營造
7799,禾榮科,化學生技醫療
7801,華芸科技,資訊服務業
7803,雲象科技,生技醫療業
7806,精華生醫,食品工業
7808,訊聯智藥,生技醫療業
7810,捷創科技,半導體業
7812,稜研科技*,通信網路業
7813,宇辰系統,其他電子業
7814,海昌生技,生技醫療業
7815,新特,半導體業
8083,瑞穎,電機機械
8084,巨虹,電子通路業
8085,福華,其他電子類
8086,宏捷科,半導體業
8488,吉源-KY,其他
8905,裕國,其他
8906,花王,其他
8908,欣雄,油電燃氣業
8916,光隆,其他
8917,欣泰,油電燃氣業
8921,沈氏,其他
8923,時報,文化創意業
8926,台汽電,油電燃氣業
8927,北基,油電燃氣業
8929,富堡,其他
8930,青鋼,鋼鐵工業
8931,大汽電,油電燃氣業
8932,智通*,其他
8935,邦泰,其他
8936,國統,其他
8937,合騏*,其他
8481,政伸,其他
8436,大江,生技醫療業
8437,大地-KY,其他
8442,威宏-KY,其他
8443,阿瘦,貿易百貨
8444,綠河-KY,其他
8446,華研,文化創意業
8450,霹靂,文化創意業
8455,大拓-KY,其他電子類
8463,潤泰材,其他
8466,美吉吉-KY,其他
8458,影一,文化創意業
9933,中鼎,其他
9937,全國,油電燃氣業
9938,百和,其他
9939,宏全,其他
9940,信義,其他
9941,裕融,其他
9942,茂順,其他
9931,欣高,油電燃氣業
9945,潤泰新,其他
9946,三發地產,建材營造
9949,琉園,文化創意業
9950,萬國通,塑膠工業
9951,皇田,電機機械
9957,燁聯,鋼鐵工業
9958,世紀鋼,鋼鐵工業
9962,有益,鋼鐵工業
9944,新麗,其他
9929,秋雨,其他
9928,中視,其他
8942,森鉅,其他
8996,高力,電機機械
8999,台灣積層,其他
9902,台火,其他
9905,大華,其他
9906,欣巴巴,建材營造
9907,統一實,其他
9908,大台北,油電燃氣業
9912,偉聯,電子工業
9917,中保科,其他
9918,欣天然,油電燃氣業
9919,康那香,其他
9925,新保,其他
9926,新海,油電燃氣業
9927,泰銘,其他
8435,鉅邁,其他
7730,暉盛-創,電子工業
8431,匯鑽科,其他電子類
8114,振樺電,電子工業
8119,公信,電腦及週邊設備業
8121,越峰,電子零組件業
8131,福懋科,半導體業
8147,正淩,電子零組件業
8150,南茂,半導體業
8112,至上,電子通路業
8163,達方,電子工業
8176,智捷,通信網路業
8182,加高,電子零組件業
8183,精星,其他電子類
8201,無敵,其他電子業
8155,博智,電子零組件業
8110,華東,電子工業
8088,品安,半導體業
8089,康全電訊,通信網路業
8092,建暐,其他電子類
8093,保銳,電子零組件業
8096,擎亞,電子通路業
8097,常珵,通信網路業
8098,慶康科技,半導體業
8099,大世科,資訊服務業
8111,立碁,光電業
8101,華冠,通信網路業
8102,傑霖科技,半導體業
8103,瀚荃,電子工業
8104,錸寶,光電業
8105,凌巨,光電業
8107,大億金茂,電機機械
8109,博大,電子零組件業
8210,勤誠,電子工業
8213,志超,電子工業
8358,金居,電子零組件業
8359,錢櫃,觀光餐旅
8367,建新國際,航運業
8374,羅昇,電機機械
8401,白紗科,其他
8403,盛弘,生技醫療業
8349,恒耀,鋼鐵工業
8404,百和興業-KY,其他
8410,森田,電腦及週邊設備業
8411,福貞-KY,其他
8415,大國鋼,鋼鐵工業
8416,實威,資訊服務業
8421,旭源,其他
8424,惠普,建材營造
8426,紅木-KY,其他
8429,金麗-KY,貿易百貨
8409,商之器,生技醫療業
8345,超秦,農業科技
8342,益張,其他
8215,明基材,光電業
8222,寶一,電機機械
8227,巨有科技,半導體業
8234,新漢,電腦及週邊設備業
8240,華宏,光電業
8249,菱光,電子工業
8255,朋程,電機機械
8261,富鼎,半導體業
8271,宇瞻,半導體業
8272,全景軟體,資訊服務業
8277,商丞,半導體業
8279,生展,生技醫療業
8284,三竹,資訊服務業
8289,泰藝,電子零組件業
8291,尚茂,電子零組件業
8298,威睿,資訊服務業
8299,群聯,半導體業
8329,台視,文化創意業
8432,東生華,生技醫療業
7729,仲恩生醫,生技醫療業
6758,冠亞,生技醫療業
6761,穩得,電子零組件業
6762,達亞,生技醫療業
6767,台微醫,生技醫療業
6770,力積電,半導體業
6756,威鋒電子,電子工業
6776,展碁國際,電子工業
6780,學習王,文化創意業
6781,AES-KY,電子工業
6782,視陽,化學生技醫療
6784,天凱科技,通信網路業
6785,昱展新藥,生技醫療業
6786,芯測,半導體業
6775,穎台科技,光電業
6787,晶瑞光,光電業
6727,亞泰金屬,電子零組件業
6729,機光科技,光電業
6730,常廣,生技醫療業
6732,昇佳電子,半導體業
6733,博晟生醫,生技醫療業
6734,安盛生,生技醫療業
6735,美達科技,其他電子類
6737,秀育,電腦及週邊設備業
6738,鼎恒,資訊服務業
6755,連鋐科技,電子零組件業
6742,澤米,光電業
6743,安普新,其他電子業
6744,豐技生技,生技醫療業
6748,亞果生醫,生技醫療業
6750,泰創工程,其他電子業
6751,智聯服務,資訊服務業
6752,叡揚,資訊服務業
6753,龍德造船,航運業
6788,華景電,半導體業
6789,采鈺,半導體業
6818,連騰,通信網路業
6819,眾智,半導體業
6820,連訊,通信網路業
6821,聯寶,電子零組件業
6823,濾能,半導體業
6825,和暢科技,電腦及週邊設備業
6826,和淞,其他電子業
6827,巨生醫,生技醫療業
6830,汎銓,其他電子業
6817,溫士頓,生技醫療業
4931,新盛力,電腦及週邊設備業
6832,金鼎科,其他
6833,太康精密,電子零組件業
6834,天二科技,電子工業
6835,圓裕,電子工業
6838,台新藥,化學生技醫療
6839,開陽能源,綠能環保
6816,捷智商訊,資訊服務業
6815,晶鑽生醫,生技醫療業
6814,路迦生醫,生技醫療業
6790,永豐實,造紙工業
6791,虎門科技,資訊服務業
6792,詠業,通信網路業
6793,天力離岸,其他
6796,晉弘,化學生技醫療
6797,圓點奈米,生技醫療業
6798,展逸,運動休閒
6799,來頡,半導體業
6805,富世達,電子工業
6808,三鼎生技,生技醫療業
6810,新穎生醫,生技醫療業
6812,梭特,光電業
6840,東研信超,其他電子類
6723,傑智環境,綠能環保
6722,輝創,其他電子業
6634,欣耀,生技醫療業
6637,醫影,生技醫療業
6638,沅聖,電腦及週邊設備業
6639,源大環能,油電燃氣業
6640,均華,半導體業
6642,富致,電子零組件業
6643,M31,半導體業
6649,台生材,生技醫療業
6650,帝圖,文化創意業
6651,全宇昕,半導體業
6654,天正國際,其他電子類
6655,科定,其他
6657,華安,化學生技醫療
6658,聯策,其他電子業
6659,天明製藥,生技醫療業
6648,斯其大,其他電子業
6661,威健生技,生技醫療業
6625,必應,其他
6622,百聿數碼,文化創意業
6593,台灣銘板,資訊服務業
6595,光禹國際,文化創意業
6596,寬宏藝術,文化創意業
6597,立誠,電子零組件業
6598,ABC-KY,化學生技醫療
6599,普達系統,電腦及週邊設備業
6603,富強鑫,電機機械
6604,儒億,電機機械
6605,帝寶,汽車工業
6606,建德工業,電機機械
6610,安成生技,生技醫療業
6612,奈米醫材,生技醫療業
6613,朋億*,其他電子類
6614,資拓宏宇,數位雲端
6615,慧智,生技醫療業
6617,共信-KY,生技醫療業
6618,永虹先進,化學工業
6620,漢達,生技醫療業
6621,華宇藥,生技醫療業
6609,瀧澤科,電機機械
6662,樂斯科,生技醫療業
6664,群翊,電子零組件業
6665,康聯生醫,生技醫療業
6695,芯鼎,半導體業
6696,仁新,生技醫療業
6697,東捷資訊,資訊服務業
6698,旭暉應材,其他電子業
6703,軒郁,生技醫療業
6704,國璽幹細胞,生技醫療業
6705,振躍精密,電機機械
6706,惠特,光電業
6693,廣閎科,半導體業
6708,天擎,半導體業
6709,昱厚生技,生技醫療業
6712,長聖,生技醫療業
6715,嘉基,電子工業
6716,應廣,半導體業
6719,力智,半導體業
6720,久昌,半導體業
6721,信實,其他
6707,富基電通,電子通路業
6692,進能服,綠能環保類
6691,洋基工程,電子工業
6666,羅麗芬-KY,化學生技醫療
6667,信紘科,其他電子類
6668,中揚光,光電業
6669,緯穎,電子工業
6672,騰輝電子-KY,電子工業
6673,和詮,光電業
6674,鋐寶科技,通信網路業
6676,祥翊,生技醫療業
6677,瑩碩生技,生技醫療業
6679,鈺太,半導體業
6680,鑫創電子,電腦及週邊設備業
6682,華旭先進,光電業
6683,雍智科技,半導體業
6684,安格,半導體業
6841,長佳智能,生技醫療業
6843,進典,電機機械
6972,博瑞達應材,化學工業
6973,永立榮,生技醫療業
6976,育世博-KY,生技醫療業
6977,聯純,綠能環保
6979,勝釩,光電業
6980,鐳洋科技,通信網路業
6982,大井泵浦,電機機械
6983,華洋精機,其他電子業
6984,ACpay,數位雲端
6986,和迅,生技醫療業
6987,寶晶能源*,綠能環保
6990,華鉬,綠能環保
6994,富威電力,綠能環保
6995,野獸國,其他
6996,力領科技,半導體業
7402,邑錡,光電業
7419,達勝,電子零組件業
7427,華上生醫,生技醫療業
7443,凡事康,其他
6946,三地能源,綠能環保
6947,台鎔科技,綠能環保
6953,家碩,半導體業
6955,邦睿生技-創,創新板股票
6957,裕慶-KY,其他
6958,日盛台駿,其他
6959,兆捷科技,化學工業
6961,旅天下,觀光餐旅
6962,奕力-KY,半導體業
6963,品元,食品工業
6965,中傑-KY,運動休閒
6967,汎瑋材料,電子零組件業
7455,樺緯物聯,電腦及週邊設備業
7507,環拓科技,綠能環保
7516,清淨海,其他
7706,宏碁創達,其他
7707,益芯科,半導體業
7708,全家餐飲,觀光餐旅
7709,榮田,電機機械
7710,東擎科技,電腦及週邊設備業
7711,永擎,電子工業
7712,博盛半導體,半導體業
7713,威力德生醫,生技醫療業
7705,三商餐飲,觀光餐旅
7717,萊德光電-KY,通信網路業
7718,友鋮,鋼鐵工業
7719,碳基,其他
7721,微程式,數位雲端
7722,LINEPAY,數位雲端
7723,築間,觀光餐旅
7724,諾亞克,生技醫療業
7725,列特博,生技醫療業
7726,暄達,生技醫療業
7716,昱臺國際,航運業
7704,明遠精密,半導體業
7702,前端風電,綠能環保
7530,鋒魁科技,半導體業
7551,知識科技,數位雲端
7556,意德士,半導體業
7558,群利科技,其他
7561,光晟生技,生技醫療業
7562,博來科技,電腦及週邊設備業
7566,亞果遊艇,觀光餐旅
7575,安美得,生技醫療業
7578,利百景,其他
7583,國際海洋,綠能環保
7584,樂意,文化創意業
7590,怡和國際,其他
7595,世基生醫,生技醫療業
7607,通用幹細胞*,生技醫療業
7610,聯友金屬-創,創新板股票
7631,聚賢研發-創,其他電子業
7642,昶瑞機電,電機機械
7669,碩正科技,半導體業
7689,大鵬科CLMX,通信網路業
6945,圓祥生技,生技醫療業
6842,瑞宇,半導體業
6944,兆聯實業,綠能環保
6939,啟弘生技,生技醫療業
6872,浩宇生醫,生技醫療業
6874,倍力,資訊服務業
6875,國邑*,生技醫療業
6876,朗齊生醫*,生技醫療業
6877,鏵友益,其他電子類
6878,歐付寶,金融業
6879,大江基因,生技醫療業
6881,潤德,其他
6882,甲尚,資訊服務業
6870,騰雲,數位雲端類
6883,微電能源,綠能環保
6885,全福生技,化學生技醫療
6886,遠東生技,食品工業
6887,寶綠特-KY,綠能環保
6890,來億-KY,運動休閒
6891,樂迦再生,生技醫療業
6892,台寶生醫,生技醫療業
6894,衛司特,綠能環保類
6895,宏碩系統,半導體業
6898,程曦資訊,資訊服務業
6884,海柏特,資訊服務業
6899,創為精密,光電業
6867,坦德科技,光電業
6844,諾貝兒,生技醫療業
6846,綠茵,食品工業
6847,普瑞博,生技醫療業
6848,拉法醫,生技醫療業
6849,奇鼎科技,其他電子業
6850,光鼎生技,生技醫療業
6855,數泓科,其他電子類
6868,采威國際,資訊服務業
6856,鑫傳,文化創意業
6858,愛比科技,電腦及週邊設備業
6859,伯特光,光電業
6861,睿生光電,化學生技醫療
6862,三集瑞-KY,電子工業
6863,永道-KY,通信網路業
6864,元樟生技,生技醫療業
6857,宏碁智醫,生技醫療業
6901,鑽石投資,其他
6926,聖安生醫,生技醫療業
6927,聯合聚晶,半導體業
6928,攸泰科技,電子工業
6929,佑全,生技醫療業
6931,青松健康,化學生技醫療
6923,中台,綠能環保
6933,AMAX-KY,電子工業
6934,心誠鎂,化學生技醫療
6935,王子製藥,食品工業
6937,天虹,半導體業
6938,藍新資訊,資訊服務業
6932,水星生醫*,生技醫療業
6922,宸曜,電腦及週邊設備業
6921,嘉雨思-創,電子工業
6904,伯鑫,其他
6906,現觀科,數位雲端
6907,雅特力-KY,半導體業
6908,宏碁遊戲-創,創新板股票
6909,創控,半導體業
6911,群運,其他
6912,益鈞環科*,綠能環保
6913,鴻呈,電子零組件業
6914,阜爾運通,其他
6915,美強光,電子零組件業
6916,華凌,光電業
6917,竟天,生技醫療業
6918,愛派司,化學生技醫療
6919,康霈*,化學生技醫療
6920,恆勁科技,半導體業
6940,格斯科技*,電子零組件業
4930,燦星網,電器電纜
4142,國光生,化學生技醫療
4927,泰鼎-KY,電子工業
1783,和康生,化學生技醫療
1784,訊聯,生技醫療業
1785,光洋科,其他電子類
1786,科妍,化學生技醫療
1788,杏昌,生技醫療業
1789,神隆,化學生技醫療
1795,美時,化學生技醫療
1781,合世,生技醫療業
1796,金穎生技,食品工業
1802,台玻,玻璃陶瓷
1805,寶徠,建材營造
1806,冠軍,玻璃陶瓷
1808,潤隆,建材營造
1809,中釉,玻璃陶瓷
1810,和成,玻璃陶瓷
1813,寶利徠,生技醫療業
1815,富喬,電子零組件業
1817,凱撒衛,玻璃陶瓷
1903,士紙,造紙工業
1904,正隆,造紙工業
1799,易威,生技醫療業
1780,立弘,生技醫療業
1777,生泰,生技醫療業
1776,展宇,化學生技醫療
1727,中華化,化學生技醫療
1730,花仙子,化學工業
1731,美吾華,化學生技醫療
1732,毛寶,化學工業
1733,五鼎,化學生技醫療
1734,杏輝,化學生技醫療
1735,日勝化,化學工業
1737,臺鹽,食品工業
1742,台蠟,化學工業
1752,南光,化學生技醫療
1760,寶齡富錦,化學生技醫療
1762,中化生,化學生技醫療
1773,勝一,化學工業
1905,華紙,造紙工業
1906,寶隆,造紙工業
1907,永豐餘,造紙工業
1909,榮成,造紙工業
2059,川湖,電子零組件業
2061,風青,電器電纜
2063,世鎧,鋼鐵工業
2064,晉椿,鋼鐵工業
2065,世豐,鋼鐵工業
2066,世德,電機機械
2067,嘉鋼,電機機械
2069,運錩,鋼鐵工業
2070,精湛,電機機械
2071,震南鐵,鋼鐵工業
2073,雄順,鋼鐵工業
2101,南港,橡膠工業
2102,泰豐,橡膠工業
2103,台橡,橡膠工業
2104,國際中橡,橡膠工業
2105,正新,橡膠工業
2106,建大,橡膠工業
2107,厚生,橡膠工業
2108,南帝,橡膠工業
2109,華豐,橡膠工業
2114,鑫永銓,橡膠工業
2115,六暉-KY,汽車工業
2201,裕隆,汽車工業
2049,上銀,電機機械
2035,唐榮,鋼鐵工業
2002,中鋼,鋼鐵工業
2006,東和鋼鐵,鋼鐵工業
2007,燁興,鋼鐵工業
2008,高興昌,鋼鐵工業
2009,第一銅,鋼鐵工業
2010,春源,鋼鐵工業
2012,春雨,鋼鐵工業
2013,中鋼構,鋼鐵工業
2014,中鴻,鋼鐵工業
2015,豐興,鋼鐵工業
2017,官田鋼,鋼鐵工業
2020,美亞,鋼鐵工業
2022,聚亨,鋼鐵工業
2023,燁輝,鋼鐵工業
2024,志聯,鋼鐵工業
2025,千興,鋼鐵工業
2027,大成鋼,鋼鐵工業
2028,威致,鋼鐵工業
2029,盛餘,鋼鐵工業
2030,彰源,鋼鐵工業
2031,新光鋼,鋼鐵工業
2032,新鋼,鋼鐵工業
2033,佳大,鋼鐵工業
2034,允強,鋼鐵工業
2038,海光,鋼鐵工業
2204,中華,汽車工業
1726,永記,化學生技醫療
1725,元禎,化學生技醫療
1525,江申,汽車工業
1526,日馳,電機機械
1527,鑽全,電機機械
1528,恩德,電機機械
1529,樂事綠能,電機機械
1530,亞崴,電機機械
1531,高林股,電機機械
1532,勤美,電機機械
1533,車王電,汽車工業
1535,中宇,電機機械
1536,和大,汽車工業
1524,耿鼎,汽車工業
1537,廣隆,電機機械
1539,巨庭,電機機械
1540,喬福,電機機械
1541,錩泰,電機機械
1558,伸興,電機機械
1560,中砂,電機機械
1565,精華,生技醫療業
1568,倉佑,汽車工業
1569,濱川,電腦及週邊設備業
1570,力肯,電機機械
1580,新麥,電機機械
1538,正峰,電機機械
1522,堤維西,汽車工業
1521,大億,汽車工業
1464,得力,紡織纖維
1465,偉全,紡織纖維
1466,聚隆,紡織纖維
1467,南緯,紡織纖維
1468,昶和,紡織纖維
1470,大統新創,紡織纖維
1471,首利,電子工業
1473,台南,紡織纖維
1474,弘裕,紡織纖維
1475,業旺,紡織纖維
1476,儒鴻,紡織纖維
1477,聚陽,紡織纖維
1480,東盟開發,鋼鐵工業
1503,士電,電機機械
1504,東元,電機機械
1506,正道,電機機械
1512,瑞利,汽車工業
1513,中興電,電機機械
1514,亞力,電機機械
1515,力山,電機機械
1516,川飛,其他
1517,利奇,電機機械
1519,華城,電機機械
1582,信錦,電子工業
1583,程泰,電機機械
1584,精剛,其他
1709,和益,化學工業
1710,東聯,化學工業
1711,永光,化學工業
1712,興農,化學工業
1713,國化,化學工業
1714,和桐,化學工業
1717,長興,化學工業
1718,中纖,化學工業
1720,生達,化學生技醫療
1721,三晃,化學工業
1722,台肥,化學工業
1723,中碳,化學工業
1708,東鹼,化學生技醫療
1707,葡萄王,化學生技醫療
1586,和勤,電機機械
1587,吉茂,汽車工業
1590,亞德客-KY,電機機械
1591,駿吉-KY,電機機械
1594,日高,電機機械
1595,川寶,電子零組件業
1597,直得,電機機械
1599,宏佳騰,電機機械
1603,華電,電器電纜
1604,聲寶,電器電纜
1605,華新,電器電纜
1608,華榮,電器電纜
1609,大亞,電器電纜
1611,中電,電器電纜
1612,宏泰,電器電纜
1614,三洋電,電器電纜
1615,大山,電器電纜
1616,億泰,電器電纜
1617,榮星,電器電纜
1618,合機,電器電纜
1623,大東電,電器電纜
1626,艾美特-KY,電器電纜
1702,南僑,食品工業
1463,強盛新,紡織纖維
2206,三陽工業,汽車工業
2208,台船,航運業
2395,研華,電子工業
2397,友通,電子工業
2399,映泰,電子工業
2401,凌陽,半導體業
2402,毅嘉,電子工業
2404,漢唐,其他電子業
2393,億光,電子工業
2405,輔信,電腦及週邊設備業
2406,國碩,光電業
2408,南亞科,半導體業
2409,友達,光電業
2412,中華電,通信網路業
2413,環科,電子工業
2392,正崴,電子零組件業
2373,震旦行,電子工業
2374,佳能,光電業
2375,凱美,電子工業
2376,技嘉,電子工業
2377,微星,電子工業
2379,瑞昱,半導體業
2380,虹光,電子工業
2382,廣達,電子工業
2383,台光電,電子工業
2385,群光,電子工業
2387,精元,電子工業
2388,威盛,半導體業
2390,云辰,其他電子業
2414,精技,電子工業
2415,錩新,電子工業
2433,互盛電,其他電子業
2434,統懋,半導體業
2436,偉詮電,半導體業
2438,翔耀,光電業
2439,美律,通信網路業
2440,太空梭,電子工業
2441,超豐,半導體業
2444,兆勁,通信網路業
2449,京元電子,半導體業
2450,神腦,通信網路業
2451,創見,半導體業
2453,凌群,資訊服務業
2431,聯昌,電子零組件業
2417,圓剛,電子工業
2419,仲琦,通信網路業
2420,新巨,電子工業
2421,建準,電子工業
2423,固緯,其他電子業
2425,承啟,電子工業
2426,鼎元,光電業
2427,三商電,資訊服務業
2428,興勤,電子工業
2430,燦坤,電子工業
2207,和泰車,汽車工業
2371,大同,電機機械
2369,菱生,半導體業
2303,聯電,半導體業
2305,全友,電子工業
2308,台達電,電子工業
2312,金寶,其他電子業
2313,華通,電子工業
2314,台揚,通信網路業
2302,麗正,電子工業
2316,楠梓電,電子零組件業
2317,鴻海,其他電子業
2321,東訊,通信網路業
2323,中環,光電業
2324,仁寶,電子工業
2327,國巨*,電子工業
2301,光寶科,電腦及週邊設備業
2211,長榮鋼,鋼鐵工業
2221,大甲,其他
2227,裕日車,汽車工業
2228,劍麟,汽車工業
2230,泰茂,電機機械
2231,為升,汽車工業
2233,宇隆,汽車工業
2235,謚源,電機機械
2236,百達-KY,汽車工業
2237,華德動能,電機機械
2239,英利-KY,汽車工業
2243,宏旭-KY,汽車工業
2245,詠勝昌*,電機機械
2247,汎德永業,汽車工業
2249,湧盛,電機機械
2250,IKKA-KY,汽車工業
2252,為昇科,其他電子業
2255,凱銳光電,其他電子業
2256,歐特明,其他電子業
2328,廣宇,電子工業
2329,華泰,半導體業
2353,宏碁,電腦及週邊設備業
2354,鴻準,其他電子業
2355,敬鵬,電子工業
2356,英業達,電子工業
2357,華碩,電子工業
2359,所羅門,其他電子業
2360,致茂,其他電子業
2362,藍天,電子工業
2363,矽統,半導體業
2364,倫飛,電子工業
2365,昆盈,電子工業
2367,燿華,電子工業
2368,金像電,電子工業
2352,佳世達,電腦及週邊設備業
2351,順德,電子工業
2330,台積電,半導體業
2331,精英,電子工業
2332,友訊,通信網路業
2337,旺宏,半導體業
2338,光罩,半導體業
2342,茂矽,半導體業
2344,華邦電,半導體業
2345,智邦,通信網路業
2347,聯強,電子工業
2348,海悅,其他
2349,錸德,光電業
1460,宏遠,紡織纖維
1459,聯發,紡織纖維
1457,宜進,紡織纖維
0050,元大台灣50,ETF
0051,元大中型100,ETF
0052,富邦科技,ETF
0053,元大電子,ETF
0055,元大MSCI金融,ETF
0056,元大高股息,ETF
0057,富邦摩台,ETF
0061,元大寶滬深,ETF
1218,泰山,食品工業
1219,福壽,食品工業
1220,台榮,食品工業
1225,福懋油,食品工業
1227,佳格,食品工業
1229,聯華,食品工業
1231,聯華食,食品工業
1232,大統益,食品工業
1233,天仁,食品工業
1234,黑松,食品工業
1235,興泰,食品工業
1217,愛之味,食品工業
1236,宏亞,食品工業
1256,鮮活果汁-KY,食品工業
1260,富味鄉,食品工業
1264,德麥,食品工業
1269,乾杯,觀光餐旅
1271,晨暉生技,生技醫療業
1293,利統,食品工業
1294,漢田生技,食品工業
1295,生合,食品工業
1301,台塑,塑膠工業
1240,茂生農經,農業科技業
1216,統一,食品工業
1215,卜蜂,食品工業
1213,大飲,食品工業
1101,台泥,水泥工業
1102,亞泥,水泥工業
1103,嘉泥,水泥工業
1104,環泥,水泥工業
1108,幸福,水泥工業
1109,信大,水泥工業
1110,東泥,水泥工業
1201,味全,食品工業
1203,味王,食品工業
1210,大成,食品工業
1303,南亞,塑膠工業
1304,台聚,塑膠工業
1305,華夏,塑膠工業
1307,三芳,塑膠工業
1417,嘉裕,紡織纖維
1418,東華,紡織纖維
1419,新紡,紡織纖維
1423,利華,紡織纖維
1434,福懋,紡織纖維
1436,華友聯,建材營造
1437,勤益控,其他
1438,三地開發,建材營造
1440,南紡,紡織纖維
1441,大東,紡織纖維
1442,名軒,建材營造
1444,力麗,紡織纖維
1445,大宇,紡織纖維
1446,宏和,紡織纖維
1447,力鵬,紡織纖維
1449,佳和,紡織纖維
1451,年興,紡織纖維
1452,宏益,紡織纖維
1454,台富,紡織纖維
1455,集盛,紡織纖維
1416,廣豐,其他
1414,東和,紡織纖維
1410,南染,紡織纖維
1308,亞聚,塑膠工業
1309,台達化,塑膠工業
1310,台苯,塑膠工業
1312,國喬,塑膠工業
1313,聯成,塑膠工業
1314,中石化,塑膠工業
1315,達新,塑膠工業
1316,上曜,建材營造
1319,東陽,汽車工業
1321,大洋,塑膠工業
1323,永裕,塑膠工業
1324,地球,塑膠工業
1325,恆大,塑膠工業
1326,台化,塑膠工業
1336,台翰,電子零組件業
1337,再生-KY,塑膠工業
1338,廣華-KY,汽車工業
1339,昭輝,汽車工業
1340,勝悅-KY,塑膠工業
1341,富林-KY,塑膠工業
1342,八貫,其他
1343,旭東環保,綠能環保
1402,遠東新,紡織纖維
1409,新纖,紡織纖維
1413,宏洲,紡織纖維
2454,聯發科,半導體業
2455,全新,電子工業
3622,洋華,光電業
3623,富晶通,光電業
3624,光頡,電子零組件業
3625,西勝,電腦及週邊設備業
3628,盈正,其他電子類
3630,新鉅科,光電業
3631,晟楠,電子零組件業
3632,研勤,通信網路業
3633,云光,光電業
3617,碩天,電子工業
3645,達邁,電子工業
3646,艾恩特,電子零組件業
3652,精聯,電子工業
3653,健策,電子工業
3659,百辰,光電業
3661,世芯-KY,半導體業
3663,鑫科,其他電子類
3664,安瑞-KY,通信網路業
3665,貿聯-KY,其他電子業
3615,安可,光電業
3611,鼎翰,電腦及週邊設備業
3580,友威科,其他電子類
3581,博磊,半導體業
3583,辛耘,半導體業
3585,聯致,電子零組件業
3587,閎康,其他電子類
3588,通嘉,半導體業
3591,艾笛森,光電業
3592,瑞鼎,半導體業
3593,力銘,電子工業
3594,磐儀,電腦及週邊設備業
3595,山太士,光電業
3596,智易,通信網路業
3597,映興,電子零組件業
3603,建祥國際,電子通路業
3605,宏致,電子工業
3607,谷崧,電子工業
3609,三一東林,電子零組件業
3666,光耀,光電業
3707,漢磊,半導體業
3709,鑫聯大投控,電腦及週邊設備業
3710,連展投控,電子零組件業
3711,日月光投控,半導體業
3712,永崴投控,電子工業
3714,富采,光電業
3715,定穎投控,電子工業
3716,中化控股,化學生技醫療
3717,聯嘉投控,汽車工業
4102,永日,生技醫療業
4104,佳醫,化學生技醫療
4105,東洋,生技醫療業
4106,雃博,化學生技醫療
4107,邦特,生技醫療業
4108,懷特,化學生技醫療
3706,神達,電腦及週邊設備業
3577,泓格,電腦及週邊設備業
3705,永信,化學生技醫療
3672,康聯訊,通信網路業
3673,TPK-KY,光電業
3675,德微,半導體業
3678,聯享,光電業
3679,新至陞,電子工業
3680,家登,半導體業
3684,榮昌,通信網路業
3686,達能,半導體業
3689,湧德,電子零組件業
3691,碩禾,光電業
3693,營邦,電腦及週邊設備業
3694,海華,通信網路業
3701,大眾控,電子工業
3702,大聯大,電子工業
3703,欣陸,建材營造
3704,合勤控,通信網路業
4109,加捷生醫,生技醫療業
3576,聯合再生,電子工業
3570,大塚,資訊服務業
3434,哲固,光電業
3437,榮創,光電業
3438,類比科,半導體業
3441,聯一光,光電業
3443,創意,半導體業
3444,利機,電子通路業
3447,展達,通信網路業
3432,台端,電子零組件業
3466,德晉,通信網路業
3467,台灣精材,半導體業
3473,智通聯網,通信網路業
3479,安勤,電腦及週邊設備業
3481,群創,光電業
3483,力致,電腦及週邊設備業
3484,崧騰,電子零組件業
3489,森寶,建材營造
3455,由田,光電業
3430,奇鈦科,化學工業
3426,台興,電機機械
3356,奇偶,光電業
3357,臺慶科,電子零組件業
3360,尚立,電子通路業
3362,先進光,光電業
3363,上詮,通信網路業
3372,典範,半導體業
3373,熱映,其他電子類
3374,精材,半導體業
3376,新日興,電子工業
3379,彬台,電機機械
3380,明泰,通信網路業
3388,崇越電,電子零組件業
3390,旭軟,電子零組件業
3402,漢科,其他電子類
3406,玉晶光,光電業
3413,京鼎,半導體業
3416,融程電,電子工業
3419,譁裕,通信網路業
3490,單井,光電業
3491,昇達科,通信網路業
3492,長盛,電子零組件業
3494,誠研,電子工業
3533,嘉澤,電子工業
3535,晶彩科,光電業
3537,堡達,電子零組件業
3540,曜越,電腦及週邊設備業
3541,西柏,其他電子類
3543,州巧,光電業
3545,敦泰,半導體業
3546,宇峻,文化創意業
3548,兆利,電子零組件業
3550,聯穎,電子工業
3552,同致,其他電子類
3555,博士旺,半導體業
3556,禾瑞亞,半導體業
3558,神準,通信網路業
3563,牧德,光電業
3564,其陽,通信網路業
3567,逸昌,半導體業
3532,台勝科,電子工業
3530,晶相光,電子工業
3498,陽程,其他電子類
3499,環天科,通信網路業
3501,維熹,電子工業
3504,揚明光,光電業
3508,位速,其他電子類
3511,矽瑪,電子零組件業
3515,華擎,電子工業
3516,亞帝歐,光電業
3518,柏騰,其他電子業
3520,華盈,電子零組件業
